35950911,"4660490848,420249073,6038365604,4660490858,6038228532,420249066,4660490862,4660490861,4660490860,4660490859,6038365621,6038365618,6038442046,6038442043,6038442032,6038442042,6038442034,6038442037"
35950914,"420248577,6521467664,3757277956,4076171126,4076171124,3514452347,6514011481,420249146,6514029387,6532969849,3760163840,3760163835,6533004927,1333372821,6532961025,6336741750,6513691660,420249005"
35950923,"6038229619,6518557438,420249563,6518557435,6509742433,6525355441,420249565,6509742435,6045401773,6518557430,3077384361,6518557428,6045414794,6045414800,6511789900,1601639391,6045401763,6511425652,420248590,6511573296,6518601697,6040964110,6518603090,420249562,6518603088,6518996502,420249558"
35950925,"3514086535,3514086534,6511836343,3514086533,420248838,6542997934,420248610,6542997932,6555742918,6543015221,420248841,6038336424,3540399992,6038336428,6542845053,420248640,6542845054,6038336422,3540400193,6038336420,6542845052,420248831,6542845051,6542719490,6542724723,420248849"
35950930,"420248863,6525365753,6518557437,420249563,6518557436,420248652,6525433030,420249042"
35950939,"1334356315,1334356318,1334356299,1334356301,1334356309,1334356311,6047716750,6047716749,6548202095"
35950940,"1759733733,3507197236,420265991"
35950942,"420249004,6563400556,6563400557,1334172327,6563400558,1333236013,1334172330,6563400561,6548146780,3076962096,420249054"
35950949,"420248863,1333315280,6525365661,6525422583,6513788364,420248975"
35950951,"420248538,6525667421,6542732635,6542992347,6543123260,1533987643,6543123257,6542992346,1334208830,6542992345,6543153406,6543153404,6542992344,1334208834,1334208590,6542992342,1333372804,6543153400,6561657558,6543153398,3780593557,6045230540,6543028889,6045230565,1333368243,420248543,6543052610,420248330,6543052609,6543052611"
35950952,"420249525,6524928798,3514461842,6525007348,3514461670,3787157055,6336785914,6525007344,1333313931,3757397676,1333351608,3787157056,3760304117,1333351524,1333351604,6336941213,6525667452,3760304106,3760304102,3760304094,3757397679,6038714736,6038714728,6038714752,3760304089,6038714757,1333351577,6038714744,3760304056,3760304086,6038714775,6038714769,3760304079,6038714762,3760304060,6542732634,6525667425,420248538"
35950953,"420248973,3277834055,420249087,6048235437,6048235438,1334170486,3277836237,1334170379,3277836286,3277836306,3277836323,5896858552"
35950957,"1333315259,6521923946,420249506,6509720628,1333311090,6509720618,420249499,420249516,6040964114,420249513"
35950958,"420249550,6511520681,6509851744,420249554"
35950959,"2991816832,6045383453,1334198578,420248523,6555896688,6555890883,6045578881,1333394856,6555934466,6558655912,3078041910,6045579392,1333394818,420248862,6556013094,6045554033,6558647196,3514427904,6556013096,6556013097,6556013095,1333394858"
35952506,"420266773,5444223001,5690647885,5444223000,2173660809,420266770,2173660625,420266775,6401303174,6401303172,6401303173,420266772,420266760,5692441424,5692441423,420266771,5692441422,3219704596,420266767"
35952508,"420266692,420266589,420266449"
35952512,"2179890438,2179890426,420266434,2178452461,2178452485,2178452566,2178452493"
35952519,"420266799,6149085435,5723200150,2461400839,2175276344,420266760,420266805,420266717"
35952521,"420266121,5665863335,3635426764,2173660777,1726781868,2617007622,6308371695,3093689358,5672321903,420266117,1997671845,5672321913,5672277874,5672277871,420266097,420266081,5444396506,467023185,5821899906,420266079,420266772"
35952523,"420266068,5959454919,5959371009,5446893885,5446893888,5446894053,2987298395,420266668"
35952525,"420265828,420265829,2178059275,2164044608,2178059301,420265886,2164044642,2178059328,420265851,2178452478,2178452445,5445722098,420265873,2178452559,420265883"
35952527,"420266799,420265827,2190862595,420265832,420266540"
35952529,"420266638,2173660925,420266699"
35952531,"420266722,420266064,5669730466,420266090,6401284155,420266091,5677452275,420266086,420266089,467023185"
35952532,"1726781737,420266349,420266354"
35952539,"420266542,5720623467,5720623468,5759153875,420266491"
35952540,"2173660925,420266361,5444859612,420266814"
35952543,"420266540,1726781766,6218938081,6218938079,6218938078,6218938076,6218938077,420266791,5444866533,420266788,420266783"
35952544,"420266720,2177218867,420266747,2177218806,420266808,420265839,5661342209,5661342210,2178476201,946186240,946186398,2174686291,420266729,946186331,2183070464,946186573,5446882614,946186290"
35952545,"2195625503,2190862705"
35952546,"420266740,2987307438,420266324"
35952547,"420266328,420266095,5446967789,2092582354,420266665,420266666"
35952548,"2201227375,4290305974,6149050650,2170972633,4290305991,1037737032,4290305994,2212541864,5677597267,2212541871,5666192061,5666130977,420266290,1819473137,1037737400,420266295,4290305996,1037737257,420266293,4290306041,1037737183,420266269,5699324207,4290306063,420266267,420266272,420266271,1819473133,1037737085,2210755395,420266253,2212541852,2210615765,2210615729,420266252,420266251,1819473129,420266250,2170972690,2170972413,420266197,1037737252,420266199,4281258199,420266202,1037737325,4290306019,420266203,420266263,1037736907,420266262,4281258073,1037736952,1037737374,4281258087,4281258092,420266177,1037737305,4281258077,420266168,4281258082,1037737172,4281258095,420266167,420266173,420266171,3006869697,1037737005,420266517,420266519,1037736888,6352608260,420266521,1037737354,420266538,420266524,4290306516,4290306526,377671538"
35952549,"2183070397,5446945046,2183070490,2183070424,2183070419,2183070412,2183070439,946186451,6148990398,2173689880,420265841,946186564,420265839,2174686345,420265840"
35952552,"420265843,420265871,1884243838,2613703150"
35952553,"377671545,5699499056,3079969134,3079969133,5699559135,420266157,420266176,3079969131,3079969132,3079969130,3079969129,420266249,3079969128,3079969127,420266248,5699532201,5158937502,5699512107,5699512106,2893899635,5699527893,420266247,2894716025,5158937425,2893899623,2173689859,2894676679,4290306585,2173689907,946186574,420266246,2173689951,5446832467,420266234,420266235,3768380670,2170972578,3768380668,420266258,2190862632,3768380669,420266257,1819473139,420266255,2209950092,6148990448,6148990442,2617007630,420266254,946186371,946186521,5664342423,2900202269,6148990428,5353316946,6148990417,5664365428,420265848,946186327,6148990411,420265842,6149050893,5250607275,420266478"
35952554,"420265804,6163934161,420265807,5699386271,2168682679,2178500959,2168682593,2168682541,420265813,420265808,2168682531,2170712689,1412287836,2576189188,420265814,2171343016"
35952556,"1726781754,5965431269,420266646,420266782"
35952559,"420266475,5444138400,5444138401,5444138402,420266819,420266816,420266821,5670166432,2178059287,5398846258,5398846259,420266818,5398845470,420266815,5398845469,5398845468,420266828,420266834,2178059283,5688198864,420266753,5688420095,420266836,2617007606,420266835,2461400831,5720615438,946186586,5821894873,5821894872,5821894871"
35952560,"2987273573,2092582355,420266614,5668274721,2195625503,2461400737,5922526017,420266791"
35952562,"420266656,420266654"
35952563,"4779272264,2186707397,2175276460,420266430,6157816050,6157816047,420266795"
35952564,"420266829,5688198864"
35952565,"420266795,420266625,420266656,420266595,2175276254,420266594,2164044618,2178059333,2178059221,420266622,2164044625,4290306109,420266586,2164044591,2168887438,420266587,2168887468,2164044654,2168887459,2164044620,2164044638,420266588"
35952566,"420266751,4290304631,946186443,420266747,420266510,946186530"
35952568,"420266772,2175276231,420266103,2461400874,2461400847,420266101,420266108"
35952571,"420266482,420266417,6157820304,6157820313,2181321311,6157820310,6157816081,420266461,420266453,6149085448,420266245,2190739776,420266799,2617007603,2461400800,2461400798,420266108,2461400802,6149085411,420266491,5444690812,5444653531,5444169855,6149050677,3641738795,1037737132,5720562696,420266306,5720547699,420266309,2170972745,4062862572,420266311,5444149613,420266402"
35952572,"420266106,420266100,2175276524,420266103"
35952573,"420266614,420266685"
35952574,"420266380,1726781682"
35952576,"946186334,2173689997,946186543,6148990394,946186239"
35952579,"420265809,6157820335,2168887527,2164044705,2164044718,2164044601,420266441,2168887478,1038395030,2175276288,1038395044,6157816054,2164044577,2175276434,420266333,420266429,420266654,5015841321,420266431,420266430,6157816043,2175276353,420266446,420266445,2173660600,2173660900,2179875726,4519205790,2175276272,420266449,3221495198,420266482"
35952580,"420266358,2170802326,420266281,2186707475,420266274,420266424,2186707301,5446853522,2190742036,5446856355,2190742078,5446859422,2178452474,420266422,420266421,420266419,5446848394,420266376,420266374,2186707514,420266427,420266426,2190742093,2183061102,2186707546,2183061159,2164910772,420265828"
35952581,"420266791,5916440108,5965436883,5965436884,420266792,1726781733,5444777899,5444779671,5444779670,420266787,5444784284,1726781737,1726781750,2174686265,4779272265,5446880989,5446882687,1726781754"
35952584,"420266687,5967918074,5967918075,5668274721"
35952585,"420266461,420266767,6157820288,420266709"
35952586,"420266652,471244511"
35952588,"420266436,2179890411,420266378,2179890407,420266279,2178452512,420266374"
35952590,"345366140,6157729200,420265837,2170728708,2170730401,6157729209,6157729210,420265868,2174824825,420265846"
35952599,"420266692,6157816077,2180045087,420266696,1726781817,5971176482,420266698,2180045103,6157736670,6157736658,420266709,6148990140,6148990154,420266699,2173660743,420266717,2177218792,420266722,5669730467,420266720,2999214881,6148990173,2999214882,6148990164,3635426759,420266478"
39268284,"470538283,2987273573"
39334255,"345550907,345550903,471244470,471244471,4254168215,1726781669"
39334257,"1819473063,5693045588,1819473065,1819473067,5677139136,5444877045,1819473066,1819473068,471244486,471244487"
39334258,"471244495,5967911547,5967911548,5677137648,5967911549,5967911550,471244497,471244498"
39334259,"471244488,471244500,5959484281,471244498"
39334260,"471244501,471244502,471244504,5447020961,471244505,471244506"
39354009,"1333318798,2623038163,3512595957,6518971648,6518971647,420249306,3512712612,6511514250,1333303481"
39354228,"1333394789,6513821253,1333333028,6040889071,6513738506,6040889066,1333333047,1333344691,6513738508,6513706959,1333344746,6513706960,1333361925,3787131625,6513976516,6513691661,420249005"
39355052,"420248362,6539231488"
39359516,"420266402,4683527929,6149050646,420266506"
39359517,"3226990411,3226990412,6149050659,6402094679,5446838997,5444783752,6149050653,2092582367,2092582366,2092582365,420266542,2461400762,1726781798,420266540,5916337526,1726781794,2190739791,1726781796,2174686307,420266694"
39359518,"471578546,420266503"
39368999,"6530186476,420249081,6530186478,1333361993,6530186481,6530189185,1333361960,6530189186,6530038698,1333361924,6530038700,6045746964,6553521255,1334198615,6553504666,1334198487,6531294016,6553521270,420248485,6531294021,6532955543,420249078,6038434662,6038434668,6524293835,420249080"
39369520,"471244511,420266328,5446967791,420266744"
39369521,"471244498,471244499,345550926"
39369522,"471244487,471244488,1726781641,471244489,471244492,1726781644,5444661932,471244493,5677137644,5677137645,471244494,471244470,2183725792,2183725578"
39369866,"420266652,471244506,471244507,1736755131,4283743338,1736755103,1736755095"
39369867,"471244507,4283743734,471244508,1736755189"
48673527,"420248468,420248461"
52649665,"6150810631,668585837,6513506776,2237804247,2237328218,6513481448,4281263349,668585847,6513463325,4281263294,6150810411,2237809719,668585844,6513448215,2237814560,668585818,668585816,668585821,2237814559"
52649675,"668585766,668585767"
52649680,"6570627769,6570620871,2237312087,6164092386,420513223,6570620874,2237312081,6570577161,6570577158,2237312064,6164092393,6570458138,6152033221,6152033229,2237312060,6570451385,6570451389,4071043936,6150027009,6150027004,6150027000,2237312839,420513364,3756956155,3756956154,3756956153,668605122,5589326746,668605120,3756934386,668605118,6150025013,6570294785,6150233224,6150233243,6150233308,6150233379,6150233248,6150233288,6150233289,2237328249,668585843,2237328224,668585842"
52649682,"668585842,668585841"
52664476,"3002202174,6150748921,579498854,668685234,4281258659,1037737006,4281258664,579498848,946186328,579498852,4281258742,4281258744,4281258750,4281258752,4281258754,4281258755,4281258751,579498846"
52664477,"5577321970,5590681823,668685240,2238004703,668685236,3006869712,3002854908,668685237,668685238,579498848"
52737698,"669267384,2238039518,2238044270,2238039546,2238044273,2238039522,668685229"
68744702,"1819473123,4290305908,826190687,4293655391,826190951,826188322,4293655266,826190084,4293655212,4293655183,826191502,4293654258,826191827,3174072413,826189082,4293654900,4293654889,4293654771,826191145,826188526,4293654511,826188788,4683317593,826189827,826189631,3174072365,826190966,4293653655,826191237,3174072514,826188601,3174072409,826190700,3174072356,3174072423,826191839,4683317512,4683317599,4293653506,3174072363"
68744712,"668585771,5577321978,826188541,5577321977,826189566"
68744722,"110578453,2613615071,1617714278,1617714276"
81206670,"946186300,946186402"
81206671,"3002202209,3002202208,3002202206,3002202204,3002202199,3002202197,3006869843,3002202188,3002202187,3002202184,946186387"
81206682,"1819473139,2183725517,4683527922"
81206684,"946186569,946186287"
81206685,"946186464,946186238,946186438,946186542,5446999658,5446999659,946186449,946186528,2183070407,2178476334,5329761524,5329761523,5446901570,5446901571,2178476091,5446899559,2173660920"
81206687,"946186441,946186255,946186592,946186319,6308440253"
81206700,"946186434,5446882576,5446882580,5446878452,5446878449,5446878448,5446878443,5446878440,5446878435,946186305"
81206701,"420265842,5759141193,946186530,946186409,946186393,946186542,946186351,946186451"
81206704,"946186452,946186566,946186252,2170972571"
81206705,"946186543,946186234"
81206706,"4683527439,946186368,946186434,946404025,4290306595"
81206709,"946186371,2617007628,946186589,5354798585,6308370867,946186466"
81206715,"946186546,946186442,946186240"
81206716,"668585782,2237914891,946186342,2237914885,946186496,946186587,946186314"
81206720,"946186306,946186442"
81206721,"946186314,946186445"
81206726,"946186582,946186305"
81206727,"946186516,668685216"
81206730,"946186549,946186255"
81206734,"946186566,946186316,946186419,946186529,946186253"
81206736,"946186445,3002874463,946186526,4281259442,4281259428,946186265,4281259412,946186345,3002202214,4281259383,946186486,3002202211,946186559,946186300"
81206739,"3002202196,3002202185,3002854924,3002202178,946186416,5590681807,5590681808,946186499,668685236,3002854907,3002202166,5590702672"
81206745,"946186327,6148990416,946186256,946186449"
81206750,"946186326,946186465,946186410"
81206752,"946186560,4683527924,946186269,4683527468,946186406"
81206753,"946186328,946186469,946186537,3002854909,946186499,2238004704,946186372,5590681822,5577321971"
81206755,"946186295,2173660614,6401336759,6401336760,946186495,5661151439,5661151438,946186306,2174686276,946186398,946186361"
81206763,"946186250,946186348,946186455,4683527904"
81206764,"946186495,946186546,946186564"
81206765,"668685238,946186469,946186288,946186423,946186507,3002854913,3002854912,3002854911,5590702661,3002854910,3002854909,3002854908"
81206768,"946186234,946186453,946186331"
81206769,"946186276,4683527939,946186577,2190872204,6308440252,4683527935,6308440253,946186452,4683527954,5446959735,946186582,2190872193,4683527914,946186276"
81206773,"946186523,2237914883,4293660293,946186584,4293660306,2237914900,946186342"
81206774,"946186591,946186547,946186267,946186273,946186535,946186348,946186536,946186289"
81206777,"946186412,946186589"
81232827,"946404098,946404040"
81232828,"946186273,946186410,946404064,946404039"
81232829,"946186453,3640168107,946403899,2183070376,946186573"
81232833,"946186402,946404072,3174072492,3174072406,3174072367,3174072470,3174072437,3174072500,3174072381,3174072482,3174072519,3174072508,3174072511,1533929619,2238039516,2238039536,668685228,4293652769,2238044272,2238039548,668685229"
81232834,"946186480,946186574"
81232835,"2173690001,2173660642,2576245965,2173660683,2173660937,2173660920,2173660825,2183070444,2173660807,2183070371,2173660602,2173660787,2173660814,2576245966,2173660761,2173690009,2173660616,2173689892,2173689976,2173660946,1736755374,2576245967,946404024,946403946,2183695809,946186493,5446893762,2173690030,2173690013,946186309,946186412,2617007624,2173690007,946186521"
81232837,"946186547,946186326,946186569,946403763,946404025,5446885523,5446885528,5446885543,946186588"
81232847,"420266727,420266729,5659178714,420266574,2183070488,2183070381,420266573,2183070472,420266570,420266569,2173660818,2173660708,420266677,2178476151,2178476606,420266678,2186707450,2178476681,420266679,2170802332,2170802414,2174686321,420266680,2174686602,420266682,420266683,4290341031,4290341030,4290341029,4290341028,420266684,420266692"
81232849,"2170972690,2170972409,2170972523,2170972561,2170972560,2210615763,2170972538,2170972652,2170972529,2170972542,2170972511,2170972454,2170972493,2170972521,2170972565,2170972451,2170972725,2170972708,2170972566,2170972597,2170972531,2170972548,2170972618,2170972622,2170972506,2894676665,2170972637,1037845930,4290306584,4290306585"
81232856,"2173689880,2173689899,946186595,5661098694,420266808,2174686593,2177218788,2177218876,5444790181,420266813,2173660673,5667276198,2173660847,946186583,946186310,420266806"
81232860,"946404064,946404004"
81232862,"946404104,946186591,946186406,946186287,4290306595,2178476382,946186460,2170972571,2178476407,2178476656,946186478,946186493"
81232864,"946404024,2173690009,946404031,2173689984,2173689911,2173689946,946186334,420266238"
81232866,"946186267,946186465,946404004,946403795"
81232867,"946186409,5444920288,946403953,5444920287,946403798,5444920286,5444920292,5444920297,5444920300,5444920302,946404092,946186438"
81232876,"946186256,946186393"
81232877,"946404072,946404098,4293657078,946404015,4293656034,3006869706,3006869705,3006869704,3006869703,3006869701,3006869700,4293656338,3006869699,3006869698,3006869696,3006869694,3006869693,3006869692"
81232878,"946403763,946403795,946404039,946404056"
81232885,"946186363,946186455"
81232886,"420266574,946186361,5661151425,946404028,2178476543,5661496824,5661151440,420265840"
81232890,"946186516,2238039544,946403800,2238039514,4151088495,946403903,946404036,4151088498,946404094,2238039538,4151088510,4151088512,4151088515,4278649221,4151088525,946403774,946403847,946404008,946404068,946403881,4151088554,946404001,946404086,2238039554,2238014213,668685225"
89366098,"1036552615,3765436737,3510593380,1410502845"
89366099,"3510641730,4023138726,1333311093,1036552331,420249329,3510641724,1333303428,1036552539,3512524156,3510641728,6521441098,1036552159,3510641723,3510641726,6521431887,3510641722,3510641719,3510641720,1036552763,6521441099,1036552680,6521441100,3510641729,1036552199,1036552460,3510641721,3510641730"
89366100,"1036552148,2894725050,2209648661,2209648665,2209648667,420266297,345353299,1036552669"
89366104,"1007923338,1333698587,6508977295,6508977293,1759733840,6508977291,6149152924,1007923341,6508977289,6149152925,6508977287,1333763091,1007923346,1759885628,1759885625,2990909952,2990909948"
89366106,"6507046433,3510593391,5191989318,3510593390,4884751779,6507183362,1410502852,6507183370,3510593392,6507232350,1333762937,6507232348,3510593693,3510593694,1036552491,3510593700,1759733939,3510593701,1759733937,3510593702,1410502807"
89366107,"1036552759,1036552083,1410502863,3510541513,3510558176"
89366110,"1007923356,1036552208,1036552577,6509317689,2990909943,2990909949"
89366112,"1036552159,3510641718,3510644613,3510641717,1036552738,1036552186"
89366114,"6521911508,6521911509,6521911510,6521911511,6521911512,6521911513,6521911514,6521911515,6521911516,6521911517,6521911518,6521911519,6521911520,6521911521,6521911522,6521911523,6521911524,6521911525,6521911526,6521911527,6521911528,6521911529,6521911530,6521911531,6521911532,1036552773"
89366120,"1036552350,1036552148"
89366122,"2702262171,3074793170,3074793171,3074793172,1036552283,3074793173,3510619512,6521872744,3074793174,3074793175,1036552580,3074793177,3074793178,1333303434,1036552088,3074793180,1036552216,1036552759"
89366123,"1036552407,1036552434,6525165066,6326748876,6525165063,5608943319,4281263589,6524786811,6524299640,6524648545"
89366125,"1036552341,1036552400,2236390430,2236390428,1036552104,2236390429,1036552227,1036552325,1036552445,1036552658,2236395043,1036552153,1036552254,1036552356,2236395052,2236395041,1036552506,2236395045,2236395054,1036552187,1036552284,2236395049,1036552391,1036552582,2236395047,1036552089,1036552218,1036552315,2581712535,1036552425,2236395039,1036552638,1036552142,2236404966,1036552244,2236404972,1036552344,1036552479,1036552698,2581712532,2236404970,1036552169,2236404975,1036552268,1036552553,2581712531,1036552780,1036552207,1036552300,2236404971,1036552406,1036552611,1036552118,2581712529,1036552233,1036552332,1036552461,1036552681,1036552160,1036552259,1036552361,1036552521,1036552739,1036552291,1036552397,1036552593,1036552101,1036552224,1036552322,1036552441,1036552652,1036552149,1036552249,1036552351,1036552492,2236404973,1036552715,1036552175,1036552275,1036552378,1036552087,1036552214,1036552311,1036552415,1036552626,1036552135,1036552241,1036552340,1036552476,1036552694,1036552166,1036552266,2236404968,1036552369,1036552534,1036552757,1036552196,1036552402,1036552604,1036552114,1036552229,1036552327,1036552447,1036552667,1036552156,1036552257,1036552359,1036552514,1036552732,1036552185,1036552282,1036552388,2236408070,1036552573,1036552221,1036552318,1036552430,1036552641,1036552144,1036552246,1036552347,1036552488,1036552704,1036552171,1036552271,1036552374,1036552545,1036552768,1036552202,1036552295,1036552617,1036552128,1036552235,1036552334,2236412854,1036552463,1036552682,1036552161,1036552261,2236419409,1036552364,1036552525,1036552746,1036552190,1036552286,1036552393,1036552587,1036552097,1036552323,1036552443,1036552654,1036552152,1036552252,1036552353,1036552502,1036552719,1036552178,2236419410,1036552278,1036552381,5912989499,1036552561,5912989497,1036552074,5912989498,1036552211,1036552305,1036552409,2236419408,1036552139,5912989500,1036552242,5912989501,1036552342,5912989502,1036552477,1036552696,1036552168,1036552267,1036552370,1036552537,1036552761,1036552198,1036552292,1036552398,1036552595,1036552102,1036552225,1036552458,1036552673,2236426454,1036552157,420511088,1036552489,2236426455,420510909,1036552707,1036552172,1036552547,420511125,1036552375,1036552272,1036552771,420513965,420513845,1036552203,420513846,2236426456,420513910,1036552296,1036552403,420513914,1036552606,856828694,1036552230,1036552328,1036552115,1036552684,856828691,1036552262,1036552366,1036552162,856828689,1036552528,1036552748,1036552192,856828686,1036552099,1036552592,1036552288,1036552395,420513840,420513961,2236426453,420513906,420513921,1036552222,420513841,420513901,1036552319,420513972,420513880,1036552431,420513848,420513905,420513883,1036552382,1036552279,2236434542,1036552503,1036552179,1036552721,1036552354,1036552145,1036552649,420513886,420513879,420513849,420513985,3074532175,1036552080,420513874,1036552212,420513856,1036552410,1036552306,1036552619,1036552130,1036552563,1036552335,1036552236,1036552465,420513890,1036552511,2236434537,1036552358,2236434541,1036552184,1036552730,2236434539,420513952,420513940,420513980,420513987,2236438440,2693035356,2693035355,2693035354,2693035353,2693035352,1036552281,2693035351,2236438439,2693035350,1036552387,2693035349,1036552571"
89366130,"1036552111,1036552237,2693035423,2693035422,2693035420,1036552337,2693035418,2693035417,1036552473,2693035416,1435108882,2693035415,1036552689,2693035414,2236369260,2693035413,1036552164,1036552371,2693035412,2693035411,1036552541,2693035407,2693035406,1036552766,2693035402,2693035401,2236363646,2693035399,2693035400,1036552200,2693035403,1036552138"
89366131,"420265868,2171008420,2174824853,6157729203,2174824857,2174824805,2174824859,2174824827,2170730406,2174824850,6157729202,2174824876,1038395040"
89366133,"1036552138,1036552341"
89366135,"1036552269,1036552555"
89509451,"946186271,5446962012,5446962009,5446962008,5446962005,946186351"
89509453,"946186338,946186474,946186549"
89509456,"946186528,2173660955,946186271"
89509458,"946186440,2173660860,946186550,946186253,5446892793,946186389,946186478"
89583846,"345351408,6521099199,6514279749,6157793165,4797760725,6514279751,1334352285,6514279753,6501893432,1334101762,6501893429,6514279755,6532779918"
110897469,"2991183802,1264839092,6545074164,2991183820,6545074166,1333258674,6539578577,1333246117"
118555047,"420249054,6548146783,3076960629,6548146799,420249053,3076945431,3076947134,420249057,6548153436,2996011848,2996011847,6041152002"
